test_id,PM2.5,PM10,O3
dongsihuan_aq#0,50.43902415037156,132.7411521077156,-5.505913972854614
dongsihuan_aq#1,46.20247684419156,142.30842983722687,-8.037659525871279
dongsihuan_aq#2,42.88657571747899,162.44570767879486,-8.43691819906235
dongsihuan_aq#3,41.07583882287145,173.34542459249496,-7.4630961418151855
dongsihuan_aq#4,39.123414155095816,178.31507152318954,-6.276766896247864
dongsihuan_aq#5,36.53784268349409,180.4711858034134,-5.3215442299842834
dongsihuan_aq#6,33.16661222651601,181.05973666906357,-5.0556095242500305
dongsihuan_aq#7,29.445623382925987,179.36173832416534,-5.546566188335419
dongsihuan_aq#8,25.155800938606262,175.28391426801682,-6.440940797328949
dongsihuan_aq#9,20.30987805314362,169.1656050682068,-7.739980578422546
dongsihuan_aq#10,15.069416422396898,161.83589404821396,-9.647197902202608
dongsihuan_aq#11,9.638365404680371,154.2057899236679,-12.397328317165377
dongsihuan_aq#12,3.924084281548858,146.79224109649658,-15.794309556484224
dongsihuan_aq#13,-2.1769602894783024,139.7644037604332,-19.421320140361786
dongsihuan_aq#14,-8.86694148555398,132.31176352500916,-22.646549880504608
dongsihuan_aq#15,-16.30299856886268,123.19871520996094,-24.8812558054924
dongsihuan_aq#16,-24.402585450559858,111.90512305498123,-26.33467274904251
dongsihuan_aq#17,-32.688877288252115,100.11662667989731,-27.641914665699005
dongsihuan_aq#18,-40.7814881540835,88.85914935171604,-29.15641063451767
dongsihuan_aq#19,-48.5999518930912,78.25759953260422,-30.751521825790405
dongsihuan_aq#20,-56.21798774600029,67.62828370928764,-32.102887868881226
dongsihuan_aq#21,-63.60523331165314,56.365377590060234,-33.04369258880615
dongsihuan_aq#22,-70.55677391588688,44.47580596804619,-33.670572996139526
dongsihuan_aq#23,-76.20356787741184,32.909165158867836,-33.9599666595459
dongsihuan_aq#24,-80.57687598466873,21.930160135030746,-34.07854747772217
dongsihuan_aq#25,-87.58756084740162,15.05371332541108,-32.864091873168945
dongsihuan_aq#26,-93.5196867287159,15.255484677851198,-28.490716516971588
dongsihuan_aq#27,-100.5099017471075,7.650478430092335,-23.815015137195587
dongsihuan_aq#28,-107.14141054451466,-6.201105058193207,-19.005795776844025
dongsihuan_aq#29,-113.5773334801197,-21.1352156996727,-14.168135941028597
dongsihuan_aq#30,-119.0344004034996,-35.93021357059479,-9.962670624256136
dongsihuan_aq#31,-122.51037149131298,-49.65326683223247,-6.560859382152557
dongsihuan_aq#32,-122.13470660150051,-59.56402869522571,-3.8814088702201843
dongsihuan_aq#33,-121.78988033533096,-71.33124174177647,-2.626299202442169
dongsihuan_aq#34,-120.58742113411427,-79.80117367208004,-2.4485536217689514
dongsihuan_aq#35,-119.9173838198185,-85.54399663209915,-3.629999279975891
dongsihuan_aq#36,-119.81112185120583,-88.83106791973114,-5.720335423946381
dongsihuan_aq#37,-119.50526860356331,-90.6559848189354,-7.958269357681275
dongsihuan_aq#38,-118.36269502341747,-92.73751491308212,-9.701776564121248
dongsihuan_aq#39,-116.46149130165577,-95.47975355386734,-11.00763636827469
dongsihuan_aq#40,-114.51323164999485,-98.40766096115112,-12.372849404811861
dongsihuan_aq#41,-113.17703887820244,-100.43595188856125,-14.31578177213669
dongsihuan_aq#42,-112.43488346040249,-101.05643802881241,-16.76028424501419
dongsihuan_aq#43,-111.9469742178917,-100.2864339351654,-19.357772529125214
dongsihuan_aq#44,-111.65899604558945,-98.47959244251251,-21.931166231632233
dongsihuan_aq#45,-111.58595123887062,-95.74648404121399,-24.54370254278183
dongsihuan_aq#46,-111.79826924204826,-92.3389100432396,-27.11528915166855
dongsihuan_aq#47,-111.88188876211643,-90.14911258220673,-28.89341014623642
