test_id,PM2.5,PM10,O3
HV1#0,5.99797155857086,8.66804869621992,0.0
HV1#1,6.349111396074293,9.172321851551532,0.0
HV1#2,6.51700659394264,9.230898424983023,0.0
HV1#3,6.254256629943846,9.488734036684034,0.0
HV1#4,6.354123193025587,10.982571075856683,0.0
HV1#5,7.677473533153532,15.16965498924255,0.0
HV1#6,9.793595772981641,20.731593331694597,0.0
HV1#7,11.026037323474881,24.39595700204372,0.0
HV1#8,10.901503932476041,25.83540707826614,0.0
HV1#9,10.134915417432783,26.110059320926663,0.0
HV1#10,9.550704240798948,26.36887949109077,0.0
HV1#11,9.335688388347624,26.887823265790935,0.0
HV1#12,9.424476927518842,27.507026746869084,0.0
HV1#13,9.726362842321393,27.978455683588976,0.0
HV1#14,10.108416354656217,28.163866895437234,0.0
HV1#15,10.506104069948194,27.99105942845344,0.0
HV1#16,10.884252285957334,27.604975184798235,0.0
HV1#17,11.247806084156034,27.270725733041758,0.0
HV1#18,11.581080818176268,27.036223924159998,0.0
HV1#19,11.819528448581693,26.867163830995555,0.0
HV1#20,11.902939069271085,26.6102522611618,0.0
HV1#21,11.844698083400724,25.816302454471582,0.0
HV1#22,11.671592569351194,24.15004315972328,0.0
HV1#23,11.118404090404509,22.585970792174336,0.0
HV1#24,9.766974669694898,18.760623666644094,0.0
HV1#25,9.103664970397947,16.191566157341,0.0
HV1#26,8.82023808956146,15.093664765357968,0.0
HV1#27,7.931921488046644,14.023219287395474,0.0
HV1#28,6.924639797210691,14.407778978347775,0.0
HV1#29,6.588192009925841,16.710544845461843,0.0
HV1#30,6.685905778408049,19.4801869392395,0.0
HV1#31,7.406921112537382,22.63433751761913,0.0
HV1#32,8.097450727224349,25.494894158840175,0.0
HV1#33,8.325344294309614,27.323957061767572,0.0
HV1#34,8.20787786245346,28.12888132035732,0.0
HV1#35,8.104885435104368,28.49452957510948,0.0
HV1#36,8.195198667049405,28.731384548544877,0.0
HV1#37,8.50933094024658,29.021966621279713,0.0
HV1#38,9.023199594020841,29.433993864059442,0.0
HV1#39,9.680568361282347,30.017213246226305,0.0
HV1#40,10.487077140808104,30.675359156727787,0.0
HV1#41,11.462838208675382,31.479759714007372,0.0
HV1#42,12.676789808273313,32.51736097335815,0.0
HV1#43,14.248915660381314,33.825664603710166,0.0
HV1#44,16.319734835624693,35.36860038638115,0.0
HV1#45,18.835624361038207,36.71099348068237,0.0
HV1#46,21.205250775814054,36.70347080230712,0.0
HV1#47,21.73466576337814,35.61628550291061,0.0
