test_id,PM2.5,PM10,O3
badaling_aq#0,41.27098372578621,98.98448564112188,24.890233878046278
badaling_aq#1,48.99444070458412,115.82640528678895,22.685454543679956
badaling_aq#2,52.891730181872845,116.03366851806642,27.543905179947618
badaling_aq#3,58.02020902186632,120.53038209676744,29.926105402410034
badaling_aq#4,63.31795643270016,125.00234089791776,30.86620950698853
badaling_aq#5,68.5374047383666,129.80404891073704,31.00109273195267
badaling_aq#6,73.85272269695997,135.2954313158989,30.820955961942676
badaling_aq#7,78.46750001609325,140.47016821801662,30.245066307485107
badaling_aq#8,82.24715469777584,144.6266346424818,29.313730727881197
badaling_aq#9,85.30446463823318,147.43723787367347,27.73616582527757
badaling_aq#10,87.87937451899052,148.74155856668952,24.988992713391784
badaling_aq#11,90.43694327771664,148.59397336840632,20.193838298320774
badaling_aq#12,93.26617807149887,147.70283132791522,13.058218270540237
badaling_aq#13,96.23966537415981,146.81922204792502,4.264411985874177
badaling_aq#14,98.9491485953331,145.84113128483298,-4.382874235510826
badaling_aq#15,100.87681819498539,144.65705022215843,-11.3304979801178
badaling_aq#16,102.08481824398041,142.99317874014378,-16.610384337604046
badaling_aq#17,103.15158727765083,141.0604640841484,-21.292278483510017
badaling_aq#18,104.4821006655693,138.82479168474674,-24.63467215746641
badaling_aq#19,105.68290627002716,136.46685793995857,-26.616221241652966
badaling_aq#20,106.82856312394142,133.58696229755878,-27.69981537014246
badaling_aq#21,108.09211882948875,130.08118860423565,-28.092939741909504
badaling_aq#22,107.96214266121387,124.88633938133718,-28.586181819438934
badaling_aq#23,108.7497568577528,120.72090253233911,-26.296223059296608
badaling_aq#24,106.92712961137295,118.63028444349767,-20.03233978152275
badaling_aq#25,110.030437245965,133.650354295969,-14.059317976236345
badaling_aq#26,111.38980633020401,133.9129675924778,-3.374867506325245
badaling_aq#27,110.49139249324799,137.58669339120388,7.095393570140005
badaling_aq#28,109.70177839696407,141.63794077932835,14.727097034454346
badaling_aq#29,109.50566701591015,146.23105272650722,20.749685078859333
badaling_aq#30,109.71013295650482,152.06238277256492,25.325371697545055
badaling_aq#31,109.70510290563107,157.01760634779933,29.022945471107963
badaling_aq#32,109.5998787432909,159.60728853940967,32.3113226518035
badaling_aq#33,109.02205489575863,161.30269877612594,33.5743062645197
badaling_aq#34,108.59940941631794,161.02385185658935,33.01901715993882
badaling_aq#35,108.7443805038929,159.3744169175625,29.7928784750402
badaling_aq#36,109.7123579531908,157.4049669504166,23.40115170180798
badaling_aq#37,111.38827393949032,155.68084836006167,15.329887118190527
badaling_aq#38,113.02272014319897,154.2464789748192,7.554911123588682
badaling_aq#39,114.097272336483,152.69622787833217,1.1554280072450638
badaling_aq#40,114.44318573176861,150.74250236153605,-3.7479099668562412
badaling_aq#41,114.16751123964787,148.32731664180758,-7.825601249933245
badaling_aq#42,113.51117184758186,145.53529821336272,-11.776817202568056
badaling_aq#43,112.92159101366997,142.21046052873135,-15.998903803527355
badaling_aq#44,112.86282339692116,138.54762203991413,-20.98337433487177
badaling_aq#45,113.6949981302023,134.795139208436,-26.877369739115238
badaling_aq#46,115.51114951074123,131.26507498323917,-32.01640945672989
badaling_aq#47,117.49910180270672,128.5958719998598,-32.52525158971548
