test_id,PM2.5,PM10,O3
ST5#0,12.445131838321686,16.99562058597803,0.0
ST5#1,10.90832769870758,16.036958940327168,0.0
ST5#2,10.138591051101685,14.310282368212937,0.0
ST5#3,9.469313472509384,14.610129967331885,0.0
ST5#4,8.981777608394623,15.864581897854803,0.0
ST5#5,8.882964342832565,18.16925872117281,0.0
ST5#6,8.502430319786072,20.27344274148345,0.0
ST5#7,8.353643357753754,21.498061571270227,0.0
ST5#8,8.197791397571564,21.79784957319498,0.0
ST5#9,8.149233162403107,21.82938903570175,0.0
ST5#10,8.236016765236855,22.007079638540745,0.0
ST5#11,8.44539162516594,22.35394785553217,0.0
ST5#12,8.752747178077698,22.752289228141308,0.0
ST5#13,9.157195463776588,23.070887986570597,0.0
ST5#14,9.62489552795887,23.230434380471706,0.0
ST5#15,10.123260110616684,23.158444106578827,0.0
ST5#16,10.632642433047295,22.801551014184952,0.0
ST5#17,11.147721767425537,22.163555208593607,0.0
ST5#18,11.663301348686218,21.30378569662571,0.0
ST5#19,12.17445519566536,20.28914189711213,0.0
ST5#20,12.67422205209732,19.18476040661335,0.0
ST5#21,13.17257872223854,18.041369415819645,0.0
ST5#22,13.70517373085022,16.882547456771135,0.0
ST5#23,14.300824463367462,15.477498121559618,0.0
ST5#24,13.236457347869873,13.473244480788706,0.0
ST5#25,12.053784042596817,14.039074357599018,0.0
ST5#26,11.586180686950684,13.631837319582699,0.0
ST5#27,11.132496327161789,14.648800704628227,0.0
ST5#28,10.524342939257622,16.040793549269438,0.0
ST5#29,9.993067562580109,17.58670712634921,0.0
ST5#30,9.44122140109539,19.145009078085423,0.0
ST5#31,9.01937085390091,20.440281949937344,0.0
ST5#32,8.60575020313263,21.06553179770708,0.0
ST5#33,8.299303710460663,21.186401180922985,0.0
ST5#34,8.139372408390045,21.306269958615303,0.0
ST5#35,8.117366820573807,21.622580498456955,0.0
ST5#36,8.210723966360092,22.025466941297054,0.0
ST5#37,8.409219115972519,22.38868360966444,0.0
ST5#38,8.69672304391861,22.646108984947205,0.0
ST5#39,9.049679309129715,22.77131014317274,0.0
ST5#40,9.45025397837162,22.756244599819183,0.0
ST5#41,9.889492720365524,22.605860490351915,0.0
ST5#42,10.370360970497131,22.337368857115507,0.0
ST5#43,10.900819599628448,22.01639248430729,0.0
ST5#44,11.48725312948227,21.685974661260843,0.0
ST5#45,12.117972135543823,21.35159832984209,0.0
ST5#46,12.786817163228989,20.911774173378944,0.0
ST5#47,13.548407435417175,19.964856311678886,0.0
