id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
77843289,beijing_grid_000,2018-05-08 00:00:00,PARTLY_CLOUDY_NIGHT,22.07,980.489453125,25.0,6.4,76.99
77843290,beijing_grid_000,2018-05-08 01:00:00,PARTLY_CLOUDY_NIGHT,23.13,980.751918723051,23.0,6.57,117.16
77843291,beijing_grid_000,2018-05-08 02:00:00,PARTLY_CLOUDY_NIGHT,24.0,980.744519185866,22.0,8.9,149.34
77843292,beijing_grid_000,2018-05-08 03:00:00,PARTLY_CLOUDY_NIGHT,24.67,980.46890625,22.0,11.54,166.09
77843293,beijing_grid_000,2018-05-08 04:00:00,PARTLY_CLOUDY_NIGHT,25.13,979.954049081053,22.0,12.72,175.58
77843294,beijing_grid_000,2018-05-08 05:00:00,PARTLY_CLOUDY_DAY,25.4,979.338186560785,22.0,12.81,182.02
77843295,beijing_grid_000,2018-05-08 06:00:00,PARTLY_CLOUDY_DAY,25.8,978.786875,23.0,12.71,185.17
77843296,beijing_grid_000,2018-05-08 07:00:00,PARTLY_CLOUDY_DAY,25.9,978.43014594811,23.0,13.05,184.16
77843297,beijing_grid_000,2018-05-08 08:00:00,PARTLY_CLOUDY_DAY,26.0,978.255931908959,24.0,13.32,182.45
77843298,beijing_grid_000,2018-05-08 09:00:00,PARTLY_CLOUDY_DAY,26.0,978.216640625,26.0,12.65,184.33
77843299,beijing_grid_000,2018-05-08 10:00:00,PARTLY_CLOUDY_DAY,25.8,978.291267010766,29.0,10.68,194.21
77843300,beijing_grid_000,2018-05-08 11:00:00,PARTLY_CLOUDY_DAY,24.5,978.565154669119,33.0,8.57,211.25
77843301,beijing_grid_000,2018-05-08 12:00:00,CLEAR_DAY,22.9,979.150234375,37.0,6.75,226.33
77843302,beijing_grid_000,2018-05-08 13:00:00,CLEAR_DAY,21.0,980.089134967158,40.0,4.38,223.14
77843303,beijing_grid_000,2018-05-08 14:00:00,CLEAR_DAY,19.4,981.147277539566,41.0,2.52,184.63
77843304,beijing_grid_000,2018-05-08 15:00:00,CLEAR_DAY,17.15,982.02078125,41.0,2.39,142.28
77843305,beijing_grid_000,2018-05-08 16:00:00,CLEAR_DAY,15.76,982.480112680786,41.0,1.0,143.98
77843306,beijing_grid_000,2018-05-08 17:00:00,CLEAR_DAY,14.63,982.593128112434,40.0,1.88,284.67
77843307,beijing_grid_000,2018-05-08 18:00:00,CLEAR_DAY,13.76,982.50203125,40.0,4.41,290.18
77843308,beijing_grid_000,2018-05-08 19:00:00,CLEAR_NIGHT,13.6,982.339644633773,41.0,5.48,290.98
77843309,beijing_grid_000,2018-05-08 20:00:00,CLEAR_NIGHT,13.6,982.201266144959,41.0,5.21,289.9
77843310,beijing_grid_000,2018-05-08 21:00:00,CLEAR_NIGHT,13.7,982.1728125,40.0,4.14,284.32
77843311,beijing_grid_000,2018-05-08 22:00:00,CLEAR_NIGHT,15.12,982.305220821162,39.0,2.92,264.87
77843312,beijing_grid_000,2018-05-08 23:00:00,CLEAR_NIGHT,16.42,982.509509854026,36.0,2.9,221.07
77843313,beijing_grid_000,2018-05-09 00:00:00,CLEAR_NIGHT,14.0,982.66171875,33.0,5.07,194.58
77843314,beijing_grid_000,2018-05-09 01:00:00,CLEAR_NIGHT,18.11,982.663036896394,30.0,8.49,188.41
77843315,beijing_grid_000,2018-05-09 02:00:00,CLEAR_NIGHT,18.8,982.515254624122,28.0,12.25,188.83
77843316,beijing_grid_000,2018-05-09 03:00:00,CLEAR_NIGHT,19.46,982.2453125,26.0,15.63,191.92
77843317,beijing_grid_000,2018-05-09 04:00:00,CLEAR_NIGHT,20.11,981.876341084003,25.0,18.16,196.48
