id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
77890161,london_grid_000,2018-05-08 00:00:00,CLEAR_NIGHT,13.67,1013.7534375,76.0,0.29,284.67
77890162,london_grid_000,2018-05-08 01:00:00,CLEAR_NIGHT,13.6,1013.10856881073,76.0,0.68,185.86
77890163,london_grid_000,2018-05-08 02:00:00,CLEAR_NIGHT,13.55,1012.42239868963,76.0,1.27,189.41
77890164,london_grid_000,2018-05-08 03:00:00,CLEAR_NIGHT,13.51,1011.8609375,76.0,1.52,208.28
77890165,london_grid_000,2018-05-08 04:00:00,CLEAR_NIGHT,13.43,1011.54374924299,76.0,1.71,246.86
77890166,london_grid_000,2018-05-08 05:00:00,CLEAR_DAY,13.36,1011.40461247118,76.0,2.63,284.09
77890167,london_grid_000,2018-05-08 06:00:00,CLEAR_DAY,13.37,1011.330859375,76.0,4.16,305.71
77890168,london_grid_000,2018-05-08 07:00:00,CLEAR_DAY,13.5,1011.23535493489,78.0,5.91,318.0
77890169,london_grid_000,2018-05-08 08:00:00,CLEAR_DAY,13.69,1011.13309529138,79.0,7.55,319.48
77890170,london_grid_000,2018-05-08 09:00:00,CLEAR_DAY,13.88,1011.064609375,80.0,8.97,308.34
77890171,london_grid_000,2018-05-08 10:00:00,CLEAR_DAY,14.0,1011.05217187392,82.0,11.34,286.78
77890172,london_grid_000,2018-05-08 11:00:00,CLEAR_DAY,14.04,1011.04504050681,83.0,15.66,268.06
77890173,london_grid_000,2018-05-08 12:00:00,CLEAR_DAY,13.98,1010.97421875,84.0,20.98,256.45
77890174,london_grid_000,2018-05-08 13:00:00,CLEAR_DAY,13.82,1010.80134530092,86.0,25.76,250.05
77890175,london_grid_000,2018-05-08 14:00:00,CLEAR_DAY,13.64,1010.61059974156,87.0,28.58,248.75
77890176,london_grid_000,2018-05-08 15:00:00,CLEAR_DAY,13.55,1010.516796875,88.0,28.39,254.36
77890177,london_grid_000,2018-05-08 16:00:00,CLEAR_DAY,13.59,1010.60722701498,87.0,26.21,270.47
77890178,london_grid_000,2018-05-08 17:00:00,CLEAR_DAY,13.62,1010.85908251771,86.0,26.04,292.06
77890179,london_grid_000,2018-05-08 18:00:00,CLEAR_DAY,13.45,1011.22203125,85.0,27.66,306.61
77890180,london_grid_000,2018-05-08 19:00:00,CLEAR_DAY,12.94,1011.64643356044,85.0,27.32,309.06
77890181,london_grid_000,2018-05-08 20:00:00,CLEAR_NIGHT,12.26,1012.08541972465,85.0,25.16,304.91
77890182,london_grid_000,2018-05-08 21:00:00,PARTLY_CLOUDY_NIGHT,11.63,1012.4928125,86.0,22.92,301.26
77890183,london_grid_000,2018-05-08 22:00:00,PARTLY_CLOUDY_NIGHT,11.23,1012.82177253956,85.0,21.56,305.57
77890184,london_grid_000,2018-05-08 23:00:00,PARTLY_CLOUDY_NIGHT,11.01,1013.02281207908,85.0,21.25,315.15
77890185,london_grid_000,2018-05-09 00:00:00,PARTLY_CLOUDY_NIGHT,10.86,1013.04578125,85.0,21.39,323.37
77890186,london_grid_000,2018-05-09 01:00:00,PARTLY_CLOUDY_NIGHT,10.72,1012.86706945264,85.0,20.6,326.17
77890187,london_grid_000,2018-05-09 02:00:00,PARTLY_CLOUDY_NIGHT,10.57,1012.56922316276,85.0,18.91,324.76
77890188,london_grid_000,2018-05-09 03:00:00,PARTLY_CLOUDY_NIGHT,10.39,1012.261328125,84.0,17.02,321.15
77890189,london_grid_000,2018-05-09 04:00:00,CLOUDY,10.22,1012.02775925638,84.0,15.41,317.49
77890190,london_grid_000,2018-05-09 05:00:00,CLOUDY,10.11,1011.85404816342,83.0,13.66,313.36
77890191,london_grid_000,2018-05-09 06:00:00,CLOUDY,10.14,1011.701015625,81.0,11.26,306.13
77890192,london_grid_000,2018-05-09 07:00:00,CLOUDY,10.36,1011.5404033598,80.0,8.45,288.93
77890193,london_grid_000,2018-05-09 08:00:00,CLOUDY,10.67,1011.38763684561,79.0,7.75,257.77
77890194,london_grid_000,2018-05-09 09:00:00,CLOUDY,10.94,1011.2690625,79.0,10.61,238.33
77890195,london_grid_000,2018-05-09 10:00:00,CLOUDY,11.07,1011.18565334608,79.0,15.44,237.34
