id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
80456025,beijing_grid_000,2018-05-09 00:00:00,CLEAR_NIGHT,21.4,982.12546875,32.0,3.32,181.84
80456026,beijing_grid_000,2018-05-09 01:00:00,CLEAR_NIGHT,22.8,982.155282936976,29.0,6.18,172.43
80456027,beijing_grid_000,2018-05-09 02:00:00,CLEAR_NIGHT,24.0,982.025660065742,27.0,9.23,173.01
80456028,beijing_grid_000,2018-05-09 03:00:00,CLEAR_NIGHT,25.0,981.75,26.0,11.79,177.18
80456029,beijing_grid_000,2018-05-09 04:00:00,CLEAR_NIGHT,26.0,981.341942246131,25.0,13.54,183.64
80456030,beijing_grid_000,2018-05-09 05:00:00,CLEAR_DAY,26.4,980.816084881213,25.0,14.83,189.67
80456031,beijing_grid_000,2018-05-09 06:00:00,CLEAR_DAY,26.8,980.187265625,25.0,15.95,192.36
80456032,beijing_grid_000,2018-05-09 07:00:00,CLEAR_DAY,26.9,979.490362430354,24.0,16.9,190.35
80456033,beijing_grid_000,2018-05-09 08:00:00,CLEAR_DAY,27.0,978.840414182557,24.0,17.29,186.6
80456034,beijing_grid_000,2018-05-09 09:00:00,CLEAR_DAY,27.0,978.3725,26.0,16.45,184.2
80456035,beijing_grid_000,2018-05-09 10:00:00,CLEAR_DAY,26.8,978.191318680604,29.0,13.89,185.75
80456036,beijing_grid_000,2018-05-09 11:00:00,CLEAR_DAY,25.2,978.280047740413,33.0,10.39,193.02
80456037,beijing_grid_000,2018-05-09 12:00:00,CLEAR_DAY,23.6,978.591484375,36.0,7.3,209.72
80456038,beijing_grid_000,2018-05-09 13:00:00,CLEAR_DAY,22.0,979.050213541674,37.0,5.83,235.34
80456039,beijing_grid_000,2018-05-09 14:00:00,CLEAR_DAY,20.4,979.467971244681,38.0,5.67,256.57
80456040,beijing_grid_000,2018-05-09 15:00:00,CLEAR_DAY,18.69,979.62828125,38.0,5.46,265.29
80456041,beijing_grid_000,2018-05-09 16:00:00,CLEAR_DAY,17.0,979.389733981405,38.0,4.47,261.96
80456042,beijing_grid_000,2018-05-09 17:00:00,CLEAR_DAY,15.63,978.911186493829,39.0,3.19,251.66
80456043,beijing_grid_000,2018-05-09 18:00:00,CLEAR_DAY,14.58,978.4265625,40.0,2.08,254.6
80456044,beijing_grid_000,2018-05-09 19:00:00,CLEAR_NIGHT,14.6,978.124105741042,40.0,2.29,304.74
80456045,beijing_grid_000,2018-05-09 20:00:00,PARTLY_CLOUDY_NIGHT,14.64,978.009340071671,41.0,4.04,326.06
80456046,beijing_grid_000,2018-05-09 21:00:00,PARTLY_CLOUDY_NIGHT,14.7,978.042109375,40.0,4.61,327.71
80456047,beijing_grid_000,2018-05-09 22:00:00,PARTLY_CLOUDY_NIGHT,14.84,978.181290971093,39.0,2.73,310.85
80456048,beijing_grid_000,2018-05-09 23:00:00,PARTLY_CLOUDY_NIGHT,16.2,978.38189592782,37.0,2.5,215.63
80456049,beijing_grid_000,2018-05-10 00:00:00,PARTLY_CLOUDY_NIGHT,15.0,978.59796875,34.0,6.23,191.48
80456050,beijing_grid_000,2018-05-10 01:00:00,PARTLY_CLOUDY_NIGHT,18.18,978.774517990327,32.0,9.43,191.15
80456051,beijing_grid_000,2018-05-10 02:00:00,CLOUDY,19.07,978.820408392977,30.0,11.81,194.09
80456052,beijing_grid_000,2018-05-10 03:00:00,CLOUDY,19.93,978.63546875,28.0,13.52,196.65
80456053,beijing_grid_000,2018-05-10 04:00:00,CLOUDY,20.77,978.14991658149,26.0,14.7,197.4
80456054,beijing_grid_000,2018-05-10 05:00:00,CLOUDY,21.6,977.415524319719,25.0,15.62,196.43
80456055,beijing_grid_000,2018-05-10 06:00:00,CLOUDY,22.42,976.514453125,24.0,16.62,193.94
80456056,beijing_grid_000,2018-05-10 07:00:00,CLOUDY,23.25,975.548781540194,23.0,17.89,190.48
80456057,beijing_grid_000,2018-05-10 08:00:00,CLOUDY,27.0,974.700257638335,23.0,18.76,187.24
80456058,beijing_grid_000,2018-05-10 09:00:00,CLOUDY,25.8,974.170546875,26.0,18.31,184.86
80456059,beijing_grid_000,2018-05-10 10:00:00,CLOUDY,26.65,974.103116979956,30.0,15.92,183.63
80456060,beijing_grid_000,2018-05-10 11:00:00,CLOUDY,25.83,974.40864477972,35.0,12.34,183.72
80456061,beijing_grid_000,2018-05-10 12:00:00,CLOUDY,24.74,974.939609375,39.0,8.71,186.33
80456062,beijing_grid_000,2018-05-10 13:00:00,CLOUDY,23.78,975.541927623317,41.0,5.96,194.19
80456063,beijing_grid_000,2018-05-10 14:00:00,CLOUDY,23.05,976.035267409451,41.0,4.14,209.62
80456064,beijing_grid_000,2018-05-10 15:00:00,CLOUDY,22.38,976.232734375,41.0,2.99,233.39
80456065,beijing_grid_000,2018-05-10 16:00:00,CLOUDY,21.45,976.012132596223,41.0,2.27,268.03
80456066,beijing_grid_000,2018-05-10 17:00:00,CLOUDY,20.22,975.510059888031,42.0,2.17,311.08
80456067,beijing_grid_000,2018-05-10 18:00:00,CLOUDY,18.74,974.9278125,44.0,2.61,347.89
80456068,beijing_grid_000,2018-05-10 19:00:00,CLOUDY,18.05,974.442018843647,47.0,3.28,15.91
80456069,beijing_grid_000,2018-05-10 20:00:00,CLOUDY,17.55,974.130635978242,49.0,4.05,36.32
80456070,beijing_grid_000,2018-05-10 21:00:00,CLOUDY,18.17,974.046953125,51.0,4.63,50.78
80456071,beijing_grid_000,2018-05-10 22:00:00,CLOUDY,19.18,974.206076751415,51.0,4.83,62.19
80456072,beijing_grid_000,2018-05-10 23:00:00,CLOUDY,20.37,974.470382310112,50.0,5.04,73.43
80456097,beijing_grid_001,2018-05-09 00:00:00,CLEAR_NIGHT,20.57,968.46146875,33.0,3.74,187.18
80456098,beijing_grid_001,2018-05-09 01:00:00,CLEAR_NIGHT,22.13,968.513514675963,30.0,6.51,172.84
80456099,beijing_grid_001,2018-05-09 02:00:00,CLEAR_NIGHT,23.5,968.416961323089,28.0,9.46,170.69
80456100,beijing_grid_001,2018-05-09 03:00:00,CLEAR_NIGHT,24.67,968.182,27.0,11.87,173.5
80456101,beijing_grid_001,2018-05-09 04:00:00,CLEAR_NIGHT,26.0,967.819246666406,26.0,13.46,179.5
80456102,beijing_grid_001,2018-05-09 05:00:00,CLEAR_DAY,26.4,967.341015886359,26.0,14.67,185.71
80456103,beijing_grid_001,2018-05-09 06:00:00,CLEAR_DAY,26.8,966.760046875,25.0,15.84,189.06
80456104,beijing_grid_001,2018-05-09 07:00:00,CLEAR_DAY,26.9,966.108797269525,25.0,16.97,188.02
80456105,beijing_grid_001,2018-05-09 08:00:00,CLEAR_DAY,27.0,965.498598395363,25.0,17.52,185.25
80456106,beijing_grid_001,2018-05-09 09:00:00,CLEAR_DAY,27.0,965.0605,27.0,16.74,183.43
80456107,beijing_grid_001,2018-05-09 10:00:00,CLEAR_DAY,26.8,964.896033005494,30.0,14.09,184.81
